DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Prov. Hainaut,2022,30.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Prov. Hainaut,2023,28.0,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Prov. Liège,2021,23.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Prov. Liège,2022,24.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Prov. Liège,2023,22.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Prov. Luxembourg (BE),2021,22.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Prov. Luxembourg (BE),2022,22.5,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Prov. Luxembourg (BE),2023,20.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Prov. Namur,2021,21.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Prov. Namur,2022,22.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Prov. Namur,2023,20.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Bulgaria,2019,33.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Bulgaria,2020,33.5,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Bulgaria,2021,31.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Bulgaria,2022,32.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Bulgaria,2023,30.0,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severna i Yugoiztochna Bulgaria,2019,37.5,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severna i Yugoiztochna Bulgaria,2020,38.5,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severna i Yugoiztochna Bulgaria,2021,35.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severna i Yugoiztochna Bulgaria,2022,35.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severna i Yugoiztochna Bulgaria,2023,33.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severozapaden,2019,41.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severozapaden,2020,44.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severozapaden,2021,41.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severozapaden,2022,41.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severozapaden,2023,37.0,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severen tsentralen,2019,37.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severen tsentralen,2020,39.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severen tsentralen,2021,34.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severen tsentralen,2022,37.5,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severen tsentralen,2023,38.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severoiztochen,2019,33.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severoiztochen,2020,30.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severoiztochen,2021,29.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severoiztochen,2022,28.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severoiztochen,2023,28.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugoiztochen,2019,37.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugoiztochen,2020,40.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugoiztochen,2021,37.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugoiztochen,2022,35.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugoiztochen,2023,32.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugozapadna i Yuzhna tsentralna Bulgaria,2019,28.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugozapadna i Yuzhna tsentralna Bulgaria,2020,28.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugozapadna i Yuzhna tsentralna Bulgaria,2021,27.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugozapadna i Yuzhna tsentralna Bulgaria,2022,29.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugozapadna i Yuzhna tsentralna Bulgaria,2023,26.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugozapaden,2019,22.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugozapaden,2020,21.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugozapaden,2021,21.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugozapaden,2022,22.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yugozapaden,2023,20.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yuzhen tsentralen,2019,38.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yuzhen tsentralen,2020,39.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yuzhen tsentralen,2021,37.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yuzhen tsentralen,2022,39.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Yuzhen tsentralen,2023,35.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Switzerland,2019,19.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Switzerland,2020,18.5,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Switzerland,2021,17.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Switzerland,2022,18.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Switzerland,2023,19.5,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Région lémanique,2019,26.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Région lémanique,2020,24.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Région lémanique,2021,26.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Région lémanique,2022,18.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Région lémanique,2023,20.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Espace Mittelland,2019,21.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Espace Mittelland,2020,19.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Espace Mittelland,2021,16.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Espace Mittelland,2022,22.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Espace Mittelland,2023,21.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Nordwestschweiz,2019,18.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Nordwestschweiz,2020,21.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Nordwestschweiz,2021,15.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Nordwestschweiz,2022,20.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Nordwestschweiz,2023,19.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Zürich,2019,13.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Zürich,2020,12.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Zürich,2021,13.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Zürich,2022,14.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Zürich,2023,15.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Ostschweiz,2019,17.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Ostschweiz,2020,15.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Ostschweiz,2021,16.0,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Ostschweiz,2022,18.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Ostschweiz,2023,15.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Zentralschweiz,2019,14.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Zentralschweiz,2020,14.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Zentralschweiz,2021,13.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Zentralschweiz,2022,12.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Zentralschweiz,2023,18.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Ticino,2019,26.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Ticino,2020,24.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Ticino,2021,26.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Ticino,2022,27.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Ticino,2023,35.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Cyprus,2019,18.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Cyprus,2020,17.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Cyprus,2021,17.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Cyprus,2022,16.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Cyprus,2023,16.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Czechia,2019,12.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Czechia,2020,11.5,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Czechia,2021,10.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Czechia,2022,11.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Czechia,2023,12.0,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Praha,2019,7.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Praha,2020,8.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Praha,2021,9.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Praha,2022,8.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Praha,2023,10.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Střední Čechy,2019,9.6,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Střední Čechy,2020,9.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Střední Čechy,2021,7.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Střední Čechy,2022,8.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Střední Čechy,2023,10.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Jihozápad,2019,9.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Jihozápad,2020,8.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Jihozápad,2021,9.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Jihozápad,2022,10.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Jihozápad,2023,10.0,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severozápad,2019,19.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severozápad,2020,17.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severozápad,2021,14.0,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severozápad,2022,17.2,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severozápad,2023,15.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severovýchod,2019,12.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severovýchod,2020,12.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severovýchod,2021,11.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severovýchod,2022,11.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Severovýchod,2023,10.3,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Jihovýchod,2019,11.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Jihovýchod,2020,10.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Jihovýchod,2021,8.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Jihovýchod,2022,11.7,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Jihovýchod,2023,11.9,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Střední Morava,2019,12.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Střední Morava,2020,13.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Střední Morava,2021,11.5,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Střední Morava,2022,11.4,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Střední Morava,2023,11.5,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Moravskoslezsko,2019,15.1,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Moravskoslezsko,2020,13.8,
ESTAT:ILC_PEPS11N(1.0),06/12/24 23:00:00,Annual,Percentage,Moravskoslezsko,2021,15.0,
